market_id,title,category,market_prob,model_prob,bid,ask,last,close_time,date,resolved_yes,liquidity,decision_date,edge,stake,entered,pnl,entry_price,cumulative_pnl
synthetic-2-2,Synthetic market 2-2,weather,0.05,0.08,0.04,0.06,0.05,2026-01-10 00:00:00+00:00,2026-01-03T00:00:00+00:00,1,1500,2026-01-03 00:00:00+00:00,0.03,100.0,True,1900.0,0.05,2750.0
synthetic-2-3,Synthetic market 2-3,weather,0.065,0.075,0.055,0.075,0.065,2026-01-10 00:00:00+00:00,2026-01-03T00:00:00+00:00,0,1750,2026-01-03 00:00:00+00:00,0.009999999999999995,100.0,False,0.0,0.065,2750.0
synthetic-2-4,Synthetic market 2-4,weather,0.08,0.1,0.07,0.09,0.08,2026-01-10 00:00:00+00:00,2026-01-03T00:00:00+00:00,0,2000,2026-01-03 00:00:00+00:00,0.020000000000000004,100.0,True,-100.0,0.08,2650.0
synthetic-3-0,Synthetic market 3-0,weather,0.02,0.03,0.01,0.03,0.02,2026-01-11 00:00:00+00:00,2026-01-04T00:00:00+00:00,0,1000,2026-01-04 00:00:00+00:00,0.009999999999999998,100.0,False,0.0,0.02,2650.0
synthetic-3-1,Synthetic market 3-1,weather,0.035,0.055,0.025,0.045,0.035,2026-01-11 00:00:00+00:00,2026-01-04T00:00:00+00:00,1,1250,2026-01-04 00:00:00+00:00,0.019999999999999997,100.0,False,0.0,0.035,2650.0
synthetic-3-2,Synthetic market 3-2,weather,0.05,0.08,0.04,0.06,0.05,2026-01-11 00:00:00+00:00,2026-01-04T00:00:00+00:00,0,1500,2026-01-04 00:00:00+00:00,0.03,100.0,True,-100.0,0.05,2550.0
synthetic-3-3,Synthetic market 3-3,weather,0.065,0.075,0.055,0.075,0.065,2026-01-11 00:00:00+00:00,2026-01-04T00:00:00+00:00,0,1750,2026-01-04 00:00:00+00:00,0.009999999999999995,100.0,False,0.0,0.065,2550.0
synthetic-3-4,Synthetic market 3-4,weather,0.08,0.1,0.07,0.09,0.08,2026-01-11 00:00:00+00:00,2026-01-04T00:00:00+00:00,0,2000,2026-01-04 00:00:00+00:00,0.020000000000000004,100.0,True,-100.0,0.08,2450.0
synthetic-4-0,Synthetic market 4-0,weather,0.02,0.03,0.01,0.03,0.02,2026-01-12 00:00:00+00:00,2026-01-05T00:00:00+00:00,1,1000,2026-01-05 00:00:00+00:00,0.009999999999999998,100.0,False,0.0,0.02,2450.0
synthetic-4-1,Synthetic market 4-1,weather,0.035,0.055,0.025,0.045,0.035,2026-01-12 00:00:00+00:00,2026-01-05T00:00:00+00:00,0,1250,2026-01-05 00:00:00+00:00,0.019999999999999997,100.0,False,0.0,0.035,2450.0
synthetic-4-2,Synthetic market 4-2,weather,0.05,0.08,0.04,0.06,0.05,2026-01-12 00:00:00+00:00,2026-01-05T00:00:00+00:00,0,1500,2026-01-05 00:00:00+00:00,0.03,100.0,True,-100.0,0.05,2350.0
synthetic-4-3,Synthetic market 4-3,weather,0.065,0.075,0.055,0.075,0.065,2026-01-12 00:00:00+00:00,2026-01-05T00:00:00+00:00,0,1750,2026-01-05 00:00:00+00:00,0.009999999999999995,100.0,False,0.0,0.065,2350.0
synthetic-4-4,Synthetic market 4-4,weather,0.08,0.1,0.07,0.09,0.08,2026-01-12 00:00:00+00:00,2026-01-05T00:00:00+00:00,1,2000,2026-01-05 00:00:00+00:00,0.020000000000000004,100.0,True,1150.0,0.08,3500.0
synthetic-5-0,Synthetic market 5-0,weather,0.02,0.03,0.01,0.03,0.02,2026-01-13 00:00:00+00:00,2026-01-06T00:00:00+00:00,0,1000,2026-01-06 00:00:00+00:00,0.009999999999999998,100.0,False,0.0,0.02,3500.0
synthetic-5-1,Synthetic market 5-1,weather,0.035,0.055,0.025,0.045,0.035,2026-01-13 00:00:00+00:00,2026-01-06T00:00:00+00:00,0,1250,2026-01-06 00:00:00+00:00,0.019999999999999997,100.0,False,0.0,0.035,3500.0
synthetic-5-2,Synthetic market 5-2,weather,0.05,0.08,0.04,0.06,0.05,2026-01-13 00:00:00+00:00,2026-01-06T00:00:00+00:00,0,1500,2026-01-06 00:00:00+00:00,0.03,100.0,True,-100.0,0.05,3400.0
synthetic-5-3,Synthetic market 5-3,weather,0.065,0.075,0.055,0.075,0.065,2026-01-13 00:00:00+00:00,2026-01-06T00:00:00+00:00,1,1750,2026-01-06 00:00:00+00:00,0.009999999999999995,100.0,False,0.0,0.065,3400.0
synthetic-5-4,Synthetic market 5-4,weather,0.08,0.1,0.07,0.09,0.08,2026-01-13 00:00:00+00:00,2026-01-06T00:00:00+00:00,0,2000,2026-01-06 00:00:00+00:00,0.020000000000000004,100.0,True,-100.0,0.08,3300.0
synthetic-6-0,Synthetic market 6-0,weather,0.02,0.03,0.01,0.03,0.02,2026-01-14 00:00:00+00:00,2026-01-07T00:00:00+00:00,0,1000,2026-01-07 00:00:00+00:00,0.009999999999999998,100.0,False,0.0,0.02,3300.0
synthetic-6-1,Synthetic market 6-1,weather,0.035,0.055,0.025,0.045,0.035,2026-01-14 00:00:00+00:00,2026-01-07T00:00:00+00:00,0,1250,2026-01-07 00:00:00+00:00,0.019999999999999997,100.0,False,0.0,0.035,3300.0
synthetic-6-2,Synthetic market 6-2,weather,0.05,0.08,0.04,0.06,0.05,2026-01-14 00:00:00+00:00,2026-01-07T00:00:00+00:00,1,1500,2026-01-07 00:00:00+00:00,0.03,100.0,True,1900.0,0.05,5200.0
synthetic-6-3,Synthetic market 6-3,weather,0.065,0.075,0.055,0.075,0.065,2026-01-14 00:00:00+00:00,2026-01-07T00:00:00+00:00,0,1750,2026-01-07 00:00:00+00:00,0.009999999999999995,100.0,False,0.0,0.065,5200.0
synthetic-6-4,Synthetic market 6-4,weather,0.08,0.1,0.07,0.09,0.08,2026-01-14 00:00:00+00:00,2026-01-07T00:00:00+00:00,0,2000,2026-01-07 00:00:00+00:00,0.020000000000000004,100.0,True,-100.0,0.08,5100.0
synthetic-7-0,Synthetic market 7-0,weather,0.02,0.03,0.01,0.03,0.02,2026-01-15 00:00:00+00:00,2026-01-08T00:00:00+00:00,0,1000,2026-01-08 00:00:00+00:00,0.009999999999999998,100.0,False,0.0,0.02,5100.0
synthetic-7-1,Synthetic market 7-1,weather,0.035,0.055,0.025,0.045,0.035,2026-01-15 00:00:00+00:00,2026-01-08T00:00:00+00:00,1,1250,2026-01-08 00:00:00+00:00,0.019999999999999997,100.0,False,0.0,0.035,5100.0
synthetic-7-2,Synthetic market 7-2,weather,0.05,0.08,0.04,0.06,0.05,2026-01-15 00:00:00+00:00,2026-01-08T00:00:00+00:00,0,1500,2026-01-08 00:00:00+00:00,0.03,100.0,True,-100.0,0.05,5000.0
synthetic-7-3,Synthetic market 7-3,weather,0.065,0.075,0.055,0.075,0.065,2026-01-15 00:00:00+00:00,2026-01-08T00:00:00+00:00,0,1750,2026-01-08 00:00:00+00:00,0.009999999999999995,100.0,False,0.0,0.065,5000.0
synthetic-7-4,Synthetic market 7-4,weather,0.08,0.1,0.07,0.09,0.08,2026-01-15 00:00:00+00:00,2026-01-08T00:00:00+00:00,0,2000,2026-01-08 00:00:00+00:00,0.020000000000000004,100.0,True,-100.0,0.08,4900.0
synthetic-8-0,Synthetic market 8-0,weather,0.02,0.03,0.01,0.03,0.02,2026-01-16 00:00:00+00:00,2026-01-09T00:00:00+00:00,1,1000,2026-01-09 00:00:00+00:00,0.009999999999999998,100.0,False,0.0,0.02,4900.0
synthetic-8-1,Synthetic market 8-1,weather,0.035,0.055,0.025,0.045,0.035,2026-01-16 00:00:00+00:00,2026-01-09T00:00:00+00:00,0,1250,2026-01-09 00:00:00+00:00,0.019999999999999997,100.0,False,0.0,0.035,4900.0
synthetic-8-2,Synthetic market 8-2,weather,0.05,0.08,0.04,0.06,0.05,2026-01-16 00:00:00+00:00,2026-01-09T00:00:00+00:00,0,1500,2026-01-09 00:00:00+00:00,0.03,100.0,True,-100.0,0.05,4800.0
synthetic-8-3,Synthetic market 8-3,weather,0.065,0.075,0.055,0.075,0.065,2026-01-16 00:00:00+00:00,2026-01-09T00:00:00+00:00,0,1750,2026-01-09 00:00:00+00:00,0.009999999999999995,100.0,False,0.0,0.065,4800.0
synthetic-8-4,Synthetic market 8-4,weather,0.08,0.1,0.07,0.09,0.08,2026-01-16 00:00:00+00:00,2026-01-09T00:00:00+00:00,1,2000,2026-01-09 00:00:00+00:00,0.020000000000000004,100.0,True,1150.0,0.08,5950.0
synthetic-9-0,Synthetic market 9-0,weather,0.02,0.03,0.01,0.03,0.02,2026-01-17 00:00:00+00:00,2026-01-10T00:00:00+00:00,0,1000,2026-01-10 00:00:00+00:00,0.009999999999999998,100.0,False,0.0,0.02,5950.0
synthetic-9-1,Synthetic market 9-1,weather,0.035,0.055,0.025,0.045,0.035,2026-01-17 00:00:00+00:00,2026-01-10T00:00:00+00:00,0,1250,2026-01-10 00:00:00+00:00,0.019999999999999997,100.0,False,0.0,0.035,5950.0
synthetic-9-2,Synthetic market 9-2,weather,0.05,0.08,0.04,0.06,0.05,2026-01-17 00:00:00+00:00,2026-01-10T00:00:00+00:00,0,1500,2026-01-10 00:00:00+00:00,0.03,100.0,True,-100.0,0.05,5850.0
synthetic-9-3,Synthetic market 9-3,weather,0.065,0.075,0.055,0.075,0.065,2026-01-17 00:00:00+00:00,2026-01-10T00:00:00+00:00,1,1750,2026-01-10 00:00:00+00:00,0.009999999999999995,100.0,False,0.0,0.065,5850.0
synthetic-9-4,Synthetic market 9-4,weather,0.08,0.1,0.07,0.09,0.08,2026-01-17 00:00:00+00:00,2026-01-10T00:00:00+00:00,0,2000,2026-01-10 00:00:00+00:00,0.020000000000000004,100.0,True,-100.0,0.08,5750.0
